00360.ppm;253;502;296;545;8
00362.ppm;252;470;370;574;30
00363.ppm;407;483;450;526;8
00363.ppm;409;525;453;568;10
00366.ppm;517;530;540;553;8
00366.ppm;518;553;541;576;10
00366.ppm;988;550;1014;573;8
00366.ppm;988;574;1015;597;10
00367.ppm;1028;501;1068;541;8
00367.ppm;1028;542;1071;583;10
00367.ppm;230;488;274;530;8
00367.ppm;235;533;276;573;10
00368.ppm;382;460;431;510;8
00368.ppm;378;509;431;561;10
00369.ppm;521;544;542;564;8
00369.ppm;520;564;543;585;10
00369.ppm;874;532;895;551;8
00369.ppm;875;550;896;571;10
00370.ppm;880;536;904;559;8
00370.ppm;880;558;907;584;10
00370.ppm;440;531;467;554;8
00370.ppm;442;553;468;578;10
00371.ppm;316;521;372;577;5
00372.ppm;974;486;1017;529;4
00373.ppm;164;517;195;548;4
00373.ppm;819;511;853;545;4
00374.ppm;999;527;1031;560;13
00374.ppm;671;563;696;589;12
00375.ppm;1229;521;1255;545;13
00376.ppm;266;487;309;530;6
00376.ppm;989;510;1031;552;6
00377.ppm;1133;504;1172;543;8
00377.ppm;239;490;278;531;8
00377.ppm;1133;543;1172;582;10
00377.ppm;236;532;277;573;10
00378.ppm;23;362;142;480;10
00378.ppm;22;242;145;362;8
00379.ppm;186;458;232;504;8
00379.ppm;1064;488;1112;536;10
00379.ppm;185;503;232;550;10
00379.ppm;1062;442;1109;489;8
00380.ppm;551;559;575;583;10
00380.ppm;953;564;976;587;10
00380.ppm;952;540;975;563;8
00380.ppm;551;535;575;559;8
00382.ppm;445;490;485;530;8
00382.ppm;446;529;485;568;10
00382.ppm;1209;496;1248;535;8
00382.ppm;1211;533;1250;572;10
00383.ppm;527;546;561;575;30
00383.ppm;988;542;1021;571;30
00384.ppm;1199;416;1263;480;8
00384.ppm;1202;479;1267;544;10
00385.ppm;977;529;1016;568;8
00385.ppm;267;531;307;571;8
00386.ppm;555;561;580;586;10
00386.ppm;977;550;1000;573;10
00387.ppm;411;499;477;563;30
00387.ppm;1185;484;1251;547;30
00388.ppm;1274;497;1346;561;13
00390.ppm;455;502;503;550;8
00390.ppm;1219;494;1265;541;8
00391.ppm;1260;502;1304;551;6
00391.ppm;198;508;247;558;6
00392.ppm;358;443;423;512;7
00393.ppm;278;484;373;571;23
00395.ppm;201;519;241;561;6
00395.ppm;903;519;938;555;6
00396.ppm;192;484;238;531;7
00396.ppm;998;468;1046;516;7
00397.ppm;949;559;983;593;10
00397.ppm;947;524;982;559;4
00398.ppm;769;517;796;540;26
00398.ppm;771;538;795;560;4
00398.ppm;772;558;796;582;10
00400.ppm;1236;480;1290;528;26
00401.ppm;420;496;461;537;4
00401.ppm;1122;497;1163;538;4
00402.ppm;1094;500;1132;538;42
00403.ppm;568;563;591;587;42
00403.ppm;940;558;966;584;42
00403.ppm;568;540;592;564;4
00403.ppm;939;532;965;559;4
00404.ppm;335;415;396;476;4
00404.ppm;1255;415;1312;472;4
00405.ppm;1255;470;1309;525;4
00405.ppm;355;444;411;499;4
00405.ppm;1249;397;1317;470;12
00406.ppm;520;554;551;581;18
00406.ppm;852;544;879;570;18
00406.ppm;1046;503;1097;551;30
00406.ppm;284;514;333;559;30
00408.ppm;128;463;212;539;18
00408.ppm;1132;479;1210;549;18
00410.ppm;367;615;423;671;38
00411.ppm;185;602;238;662;38
00411.ppm;110;557;139;588;17
00411.ppm;496;552;529;587;17
00412.ppm;1002;499;1047;545;7
00413.ppm;1038;480;1084;529;3
00414.ppm;1032;421;1078;468;3
00415.ppm;827;549;849;571;9
00416.ppm;813;505;851;543;3
00417.ppm;29;448;129;539;18
00418.ppm;455;537;488;566;22
00418.ppm;460;563;482;585;8
00419.ppm;979;489;1025;537;7
00420.ppm;828;542;851;565;3
00420.ppm;361;548;383;570;3
00421.ppm;946;554;976;581;13
00422.ppm;599;567;624;591;23
00423.ppm;365;469;451;547;25
00423.ppm;1151;445;1245;533;25
00425.ppm;302;503;342;543;5
00425.ppm;900;500;941;541;5
00425.ppm;302;543;342;583;10
00425.ppm;903;541;944;582;10
00426.ppm;1077;391;1197;502;25
00427.ppm;294;383;388;479;5
00428.ppm;325;548;353;576;7
00428.ppm;937;543;966;572;7
00430.ppm;929;414;1008;488;13
00431.ppm;275;527;314;564;8
00431.ppm;1141;496;1179;536;8
00432.ppm;237;560;263;586;8
00432.ppm;942;512;970;540;8
00433.ppm;510;529;566;583;25
00434.ppm;167;194;257;286;5
00435.ppm;834;535;862;564;9
00436.ppm;794;531;816;553;5
00438.ppm;533;559;554;580;41
00438.ppm;841;556;862;577;41
00439.ppm;1194;504;1251;564;8
00440.ppm;1243;492;1324;562;23
00441.ppm;1063;531;1112;580;8
00443.ppm;817;550;847;578;18
00443.ppm;823;579;843;598;8
00443.ppm;470;551;502;578;18
00443.ppm;477;578;497;596;8
00444.ppm;379;528;427;573;20
00444.ppm;964;531;1009;573;20
00444.ppm;389;569;419;600;7
00444.ppm;972;572;1001;601;7
00445.ppm;1021;498;1066;544;5
00445.ppm;213;519;254;561;5
00446.ppm;401;507;441;544;17
00446.ppm;767;497;803;530;17
00446.ppm;774;568;807;601;38
00447.ppm;1182;418;1268;495;13
00448.ppm;581;598;602;620;38
00449.ppm;212;468;254;507;13
00449.ppm;812;448;853;486;13
00450.ppm;1104;359;1181;429;11
00451.ppm;790;558;819;585;11
00452.ppm;876;543;914;578;25
00453.ppm;1215;332;1302;407;28
00453.ppm;895;497;922;524;11
00453.ppm;224;407;279;457;28
00455.ppm;1094;362;1184;442;11
00456.ppm;421;414;476;470;3
00457.ppm;1243;418;1301;475;2
00457.ppm;517;466;554;504;2
00458.ppm;989;493;1018;525;12
00459.ppm;877;515;912;548;25
00459.ppm;884;548;909;573;1
00460.ppm;829;456;859;484;12
00460.ppm;831;481;862;512;33
00461.ppm;1231;264;1302;331;12
00463.ppm;555;628;585;659;38
00465.ppm;1241;315;1331;395;13
00466.ppm;1215;399;1267;443;13
00466.ppm;514;468;548;497;13
00466.ppm;1226;440;1263;475;35
00466.ppm;519;494;543;518;34
00467.ppm;1132;501;1168;537;3
00468.ppm;1128;506;1165;544;3
00470.ppm;823;489;847;513;1
00470.ppm;904;514;938;549;13
00470.ppm;1135;218;1248;331;12
00471.ppm;789;491;817;520;12
00472.ppm;880;500;925;544;12
00473.ppm;507;532;540;565;10
00473.ppm;1152;506;1184;538;10
00474.ppm;1242;549;1274;581;7
00474.ppm;514;569;545;600;7
00475.ppm;1233;468;1310;543;7
00476.ppm;163;518;199;555;7
00476.ppm;1152;523;1187;558;7
00477.ppm;298;506;338;546;5
00478.ppm;921;470;963;512;5
00478.ppm;218;483;258;523;5
00479.ppm;982;498;1025;539;13
00479.ppm;990;539;1020;569;40
00480.ppm;1055;444;1103;492;2
00481.ppm;908;502;944;535;18
00482.ppm;732;526;768;564;12
00482.ppm;260;528;296;570;17
00482.ppm;283;564;303;590;17
00482.ppm;1055;566;1071;587;13
00483.ppm;150;510;203;563;7
00483.ppm;1182;531;1232;583;7
00484.ppm;339;509;372;542;16
00484.ppm;1002;529;1035;563;16
00485.ppm;203;377;278;454;16
00486.ppm;410;519;465;574;7
00487.ppm;625;606;644;625;38
00488.ppm;494;611;516;633;38
00490.ppm;842;516;870;539;13
00490.ppm;644;596;668;620;38
00490.ppm;847;536;867;556;40
00491.ppm;430;568;488;637;38
00492.ppm;893;528;923;557;11
00493.ppm;910;450;966;501;18
00494.ppm;1113;300;1211;395;1
00496.ppm;511;494;552;536;8
00496.ppm;509;535;550;576;10
00497.ppm;392;611;425;651;38
00498.ppm;249;586;298;634;38
00498.ppm;248;482;292;526;17
00499.ppm;1009;497;1056;539;13
00500.ppm;952;499;1000;546;5
00501.ppm;943;557;962;577;4
00501.ppm;610;558;628;577;4
00501.ppm;120;282;227;386;17
00501.ppm;107;637;216;748;38
00502.ppm;57;556;85;584;17
00502.ppm;579;555;606;582;17
00502.ppm;558;577;592;611;38
00503.ppm;354;579;423;650;38
00504.ppm;379;595;410;627;38
00505.ppm;1052;480;1092;521;12
00507.ppm;878;473;933;524;11
00507.ppm;657;587;673;605;38
00508.ppm;865;495;908;534;11
00509.ppm;833;487;877;527;11
00512.ppm;230;486;270;522;5
00512.ppm;1139;490;1179;530;5
00513.ppm;142;501;197;556;7
00514.ppm;381;511;418;548;10
00514.ppm;1168;491;1206;530;10
00515.ppm;257;361;333;435;3
00516.ppm;240;275;298;333;34
00517.ppm;271;422;345;496;10
00518.ppm;451;526;499;574;7
00519.ppm;454;531;507;584;7
00520.ppm;380;507;436;565;10
00521.ppm;377;574;405;604;7
00521.ppm;946;565;976;595;7
00523.ppm;1285;512;1330;555;10
00523.ppm;455;515;502;562;10
00524.ppm;187;530;241;584;7
00524.ppm;1219;528;1271;580;7
00527.ppm;874;426;904;456;10
00527.ppm;359;420;389;450;10
00528.ppm;985;339;1026;380;7
00528.ppm;166;415;205;455;7
00530.ppm;425;401;460;435;10
00530.ppm;1010;401;1043;434;10
00531.ppm;484;443;504;463;10
00531.ppm;909;431;931;453;10
00536.ppm;27;428;57;458;17
00536.ppm;327;452;353;478;17
00536.ppm;724;479;740;495;38
00542.ppm;842;440;866;464;12
00544.ppm;1054;297;1122;358;11
00544.ppm;990;425;1028;459;25
00544.ppm;744;438;762;458;1
00545.ppm;213;435;247;474;15
00548.ppm;775;432;811;468;14
00548.ppm;782;469;807;494;36
00551.ppm;937;465;966;493;16
00552.ppm;537;512;554;529;8
00552.ppm;538;528;554;544;10
00552.ppm;814;508;832;526;8
00552.ppm;815;525;831;541;10
00554.ppm;947;472;984;507;18
00556.ppm;1195;499;1253;557;38
00557.ppm;273;462;317;502;23
00557.ppm;458;461;506;508;13
00560.ppm;1039;173;1099;233;3
00564.ppm;755;368;799;408;11
00565.ppm;731;336;764;370;12
00566.ppm;655;395;689;429;9
00566.ppm;124;419;156;451;9
00566.ppm;461;489;481;508;38
00567.ppm;1050;409;1109;460;22
00570.ppm;881;416;914;449;9
00571.ppm;1287;361;1308;384;17
00575.ppm;403;474;435;506;38
00593.ppm;584;510;608;534;38
00599.ppm;700;454;722;476;9
00601.ppm;82;450;145;508;7
00602.ppm;1268;555;1299;586;8
00602.ppm;443;543;474;574;8
00603.ppm;361;445;417;500;10
00604.ppm;365;482;437;546;30
00605.ppm;167;511;206;550;4
00605.ppm;846;501;881;535;4
00606.ppm;853;501;887;535;42
00607.ppm;888;472;950;526;24
00608.ppm;948;370;1001;420;12
00609.ppm;809;507;841;539;4
00609.ppm;310;512;343;546;4
00610.ppm;912;525;939;553;12
00610.ppm;917;553;938;574;4
00611.ppm;839;488;872;521;4
00611.ppm;840;520;873;552;10
00612.ppm;127;521;218;612;38
00612.ppm;170;374;246;451;17
00613.ppm;1132;561;1169;598;5
00613.ppm;478;546;513;581;5
00615.ppm;881;530;926;572;18
00615.ppm;890;572;918;600;8
00615.ppm;375;531;421;574;18
00615.ppm;386;571;413;600;8
00616.ppm;437;558;463;584;32
00616.ppm;876;541;904;569;32
00619.ppm;841;415;880;450;13
00620.ppm;863;425;892;454;9
00621.ppm;782;443;808;469;4
00622.ppm;814;424;860;465;22
00623.ppm;974;374;1034;434;4
00624.ppm;387;505;434;554;38
00624.ppm;821;464;845;488;2
00625.ppm;1037;377;1102;443;2
00626.ppm;857;404;895;442;2
00626.ppm;857;444;893;480;9
00628.ppm;998;276;1085;363;32
00630.ppm;1219;315;1285;385;4
00631.ppm;799;478;834;512;4
00631.ppm;794;434;839;479;12
00632.ppm;101;379;147;424;1
00633.ppm;290;501;360;582;38
00634.ppm;525;371;570;416;2
00635.ppm;826;423;864;461;9
00637.ppm;868;401;916;445;11
00638.ppm;914;374;953;414;1
00639.ppm;289;504;337;553;38
00640.ppm;1105;353;1176;424;4
00640.ppm;1089;257;1187;355;12
00641.ppm;26;425;68;467;17
00642.ppm;860;327;934;401;12
00642.ppm;434;496;457;518;38
00644.ppm;76;514;130;571;38
00645.ppm;1034;311;1090;367;1
00646.ppm;1059;440;1090;469;13
00646.ppm;560;434;590;460;13
00647.ppm;611;515;633;537;38
00648.ppm;346;378;414;439;25
00649.ppm;819;304;866;350;12
00650.ppm;1123;281;1193;350;12
00650.ppm;487;515;508;537;38
00651.ppm;788;339;861;405;25
00651.ppm;800;404;851;456;1
00653.ppm;786;418;808;441;35
00653.ppm;780;380;811;411;12
00654.ppm;1241;301;1297;360;12
00655.ppm;935;322;984;370;12
00655.ppm;544;520;564;540;38
00656.ppm;574;465;599;490;15
00657.ppm;991;400;1026;435;16
00658.ppm;858;340;937;410;23
00659.ppm;993;430;1033;470;2
00660.ppm;943;422;979;458;9
00661.ppm;1138;401;1169;430;2
00662.ppm;948;440;993;481;22
00663.ppm;830;307;896;367;13
00664.ppm;842;393;886;438;12
00664.ppm;849;437;880;468;4
00665.ppm;693;413;742;455;23
00665.ppm;557;471;579;493;4
00667.ppm;737;444;764;471;4
00668.ppm;1083;254;1172;340;2
00668.ppm;1070;139;1187;254;12
00669.ppm;899;393;949;444;4
00670.ppm;997;306;1064;373;4
00671.ppm;839;348;892;394;26
00671.ppm;846;393;883;430;2
00672.ppm;892;325;950;376;13
00672.ppm;123;265;194;328;13
00673.ppm;414;406;474;459;11
00674.ppm;717;371;751;405;1
00675.ppm;641;503;676;538;38
00675.ppm;1008;388;1043;422;13
00675.ppm;1012;421;1037;447;40
00678.ppm;698;403;742;445;13
00679.ppm;720;409;759;450;33
00679.ppm;705;343;768;406;14
00680.ppm;900;394;953;448;1
00680.ppm;367;439;395;467;35
00681.ppm;820;434;846;460;1
00682.ppm;278;426;319;467;35
00682.ppm;885;421;930;466;35
00682.ppm;261;486;290;515;38
00683.ppm;387;455;409;477;10
00683.ppm;889;450;913;475;10
00685.ppm;615;508;659;552;38
00686.ppm;377;437;412;474;5
00688.ppm;850;410;886;446;14
00688.ppm;401;428;434;461;14
00689.ppm;590;488;621;516;25
00689.ppm;890;485;922;514;25
00690.ppm;775;506;799;529;4
00691.ppm;885;492;907;514;4
00691.ppm;469;490;490;512;4
00692.ppm;1050;357;1091;397;15
00693.ppm;984;383;1024;423;3
00694.ppm;808;411;841;443;12
00695.ppm;793;386;824;417;12
00696.ppm;717;446;737;466;9
00697.ppm;944;322;1020;389;25
00698.ppm;737;413;765;442;1
00699.ppm;727;413;756;443;1
00700.ppm;848;348;913;406;13
00701.ppm;1042;396;1088;442;2
00701.ppm;1032;333;1096;396;12
00702.ppm;688;446;707;468;12
00703.ppm;994;311;1051;363;28
00703.ppm;1001;360;1042;401;1
00704.ppm;766;411;793;438;2
00705.ppm;955;343;991;378;1
00706.ppm;866;371;899;402;1
00707.ppm;907;383;943;419;4
00710.ppm;1084;201;1164;283;2
00712.ppm;932;361;984;413;9
00714.ppm;784;313;828;357;1
00715.ppm;285;346;351;412;38
00716.ppm;820;335;869;386;4
00716.ppm;814;266;882;335;12
00717.ppm;835;435;859;459;4
00719.ppm;933;390;969;427;2
00720.ppm;737;429;756;448;2
00721.ppm;901;354;935;385;13
00722.ppm;104;364;164;418;23
00722.ppm;992;330;1049;381;23
00723.ppm;746;360;800;408;23
00723.ppm;180;366;236;414;23
00723.ppm;696;424;717;446;4
00725.ppm;552;599;573;621;39
00728.ppm;498;563;532;596;25
00729.ppm;536;489;570;523;3
00730.ppm;466;443;512;490;3
00730.ppm;1053;517;1083;547;3
00732.ppm;966;528;992;554;12
00733.ppm;442;583;490;632;38
00733.ppm;508;426;543;462;4
00733.ppm;937;523;965;551;4
00734.ppm;1090;450;1166;528;3
00736.ppm;828;550;856;577;25
00737.ppm;603;444;638;476;13
00737.ppm;470;449;507;483;13
00738.ppm;555;605;584;634;38
00740.ppm;1163;510;1213;560;5
00740.ppm;489;513;534;558;5
00740.ppm;1071;554;1094;577;13
00741.ppm;438;558;465;585;10
00741.ppm;972;555;1000;583;10
00742.ppm;334;562;368;596;7
00742.ppm;960;554;995;587;7
00744.ppm;1155;536;1183;564;13
00746.ppm;1135;492;1181;537;8
00746.ppm;235;469;281;515;8
00746.ppm;236;515;280;561;10
00746.ppm;1138;537;1182;579;10
00747.ppm;298;489;345;538;6
00747.ppm;1148;506;1196;553;6
00749.ppm;301;551;346;596;5
00749.ppm;1153;546;1200;593;5
00751.ppm;725;568;755;596;13
00752.ppm;934;448;979;494;1
00754.ppm;728;593;767;632;38
00755.ppm;1084;294;1208;418;12
00755.ppm;852;518;883;549;1
00755.ppm;563;595;593;625;38
00756.ppm;881;524;931;574;12
00758.ppm;982;521;1014;553;8
00758.ppm;374;515;406;547;8
00758.ppm;376;548;407;579;10
00758.ppm;982;553;1015;586;10
00760.ppm;591;538;616;563;8
00760.ppm;591;563;616;587;10
00760.ppm;1023;542;1049;569;8
00760.ppm;1024;568;1048;592;10
00761.ppm;35;541;95;597;38
00762.ppm;334;378;401;438;13
00762.ppm;1154;405;1218;465;13
00763.ppm;865;514;904;547;11
00764.ppm;814;511;851;547;11
00766.ppm;256;495;289;533;15
00770.ppm;1059;503;1095;539;41
00770.ppm;468;535;497;564;17
00770.ppm;526;578;555;607;38
00771.ppm;836;437;870;468;18
00771.ppm;867;478;917;523;13
00771.ppm;153;536;204;583;13
00772.ppm;842;553;864;573;18
00773.ppm;879;514;903;538;1
00773.ppm;1048;430;1094;476;12
00774.ppm;929;516;961;548;1
00775.ppm;884;483;930;529;1
00776.ppm;861;505;893;537;1
00776.ppm;1076;315;1188;427;12
00776.ppm;646;604;667;625;38
00777.ppm;834;526;858;550;1
00777.ppm;916;404;981;469;12
00778.ppm;989;554;1033;599;39
00779.ppm;505;487;553;532;24
00780.ppm;365;468;466;558;25
00780.ppm;1165;572;1227;636;3
00780.ppm;1142;487;1237;575;25
00780.ppm;380;557;444;621;3
00782.ppm;1007;455;1052;497;13
00782.ppm;225;454;279;502;13
00783.ppm;276;568;319;614;38
00784.ppm;31;576;152;701;38
00785.ppm;510;435;542;467;34
00785.ppm;1003;469;1035;501;34
00785.ppm;504;397;548;435;13
00785.ppm;996;428;1040;470;13
00787.ppm;1003;422;1090;497;11
00787.ppm;377;595;393;613;18
00788.ppm;959;501;1042;586;18
00789.ppm;759;516;787;545;14
00791.ppm;906;469;961;519;30
00791.ppm;985;412;1062;489;4
00794.ppm;1032;518;1062;551;12
00795.ppm;168;612;216;663;38
00797.ppm;832;456;866;489;37
00797.ppm;396;494;423;522;34
00797.ppm;391;466;428;500;13
00797.ppm;822;417;868;457;13
00798.ppm;786;545;806;565;2
00798.ppm;1090;445;1162;509;13
00801.ppm;503;446;535;480;38
00802.ppm;596;181;698;269;28
00802.ppm;610;267;683;336;1
00803.ppm;771;232;835;295;1
00803.ppm;772;322;837;387;9
00805.ppm;870;369;914;412;28
00806.ppm;807;407;832;432;1
00807.ppm;823;370;867;408;11
00808.ppm;272;463;315;507;38
00808.ppm;795;264;866;326;28
00809.ppm;689;359;720;392;14
00810.ppm;622;319;692;385;11
00810.ppm;460;385;492;415;18
00811.ppm;702;356;737;389;11
00813.ppm;928;250;1010;333;33
00813.ppm;913;147;1022;250;13
00816.ppm;954;363;1006;410;18
00817.ppm;707;407;751;447;11
00818.ppm;718;430;745;455;25
00820.ppm;1057;254;1169;356;11
00821.ppm;859;444;882;466;5
00821.ppm;333;442;356;466;5
00822.ppm;785;407;818;436;11
00823.ppm;1062;379;1094;408;13
00823.ppm;1068;408;1090;430;40
00823.ppm;805;479;834;508;38
00824.ppm;232;416;267;451;15
00825.ppm;1083;378;1108;404;1
00827.ppm;921;442;960;485;14
00827.ppm;539;473;570;510;38
00828.ppm;860;384;932;450;18
00829.ppm;553;399;576;422;1
00829.ppm;1004;253;1114;373;12
00831.ppm;975;371;1014;410;1
00833.ppm;776;332;822;378;1
00834.ppm;1130;264;1187;325;1
00835.ppm;765;415;793;440;11
00836.ppm;57;363;92;395;13
00837.ppm;1201;368;1262;422;18
00838.ppm;1068;382;1097;411;2
00838.ppm;443;419;470;446;2
00839.ppm;1234;297;1279;342;2
00839.ppm;1234;343;1280;388;9
00839.ppm;303;365;346;409;2
00839.ppm;305;409;348;454;9
00841.ppm;593;482;623;512;38
00842.ppm;1025;227;1086;288;14
00844.ppm;977;332;1013;370;12
00845.ppm;958;414;991;444;22
00846.ppm;374;383;409;418;2
00846.ppm;1091;348;1128;385;2
00848.ppm;982;241;1054;313;1
00849.ppm;398;359;441;412;14
00849.ppm;400;412;435;447;33
00850.ppm;973;373;1005;405;1
00851.ppm;1092;312;1147;367;1
00852.ppm;1091;278;1143;328;29
00853.ppm;943;415;971;444;40
00853.ppm;683;484;705;506;38
00853.ppm;935;383;972;417;13
00854.ppm;1182;254;1255;327;2
00855.ppm;1151;290;1259;387;23
00855.ppm;917;410;950;443;12
00857.ppm;852;433;875;456;14
00857.ppm;1129;262;1224;349;13
00858.ppm;811;434;839;460;18
00859.ppm;892;386;931;423;28
00860.ppm;1077;144;1168;231;2
00862.ppm;285;425;362;501;7
00863.ppm;420;413;455;448;42
00863.ppm;1222;378;1257;414;42
00864.ppm;910;443;931;462;22
00865.ppm;342;186;429;273;14
00865.ppm;573;490;597;514;38
00866.ppm;1004;398;1032;426;10
00867.ppm;119;424;180;482;26
00867.ppm;1101;389;1171;452;26
00868.ppm;590;470;610;488;26
00868.ppm;876;450;896;469;26
00869.ppm;60;405;129;475;26
00869.ppm;1233;317;1310;391;26
00870.ppm;569;456;590;477;5
00870.ppm;1030;441;1050;461;5
00871.ppm;375;407;411;443;5
00871.ppm;1273;381;1313;421;5
00872.ppm;937;406;970;439;10
00872.ppm;318;416;351;449;10
00874.ppm;1233;387;1298;450;31
00876.ppm;466;469;491;494;3
00876.ppm;776;477;796;497;3
00879.ppm;301;535;341;575;32
00879.ppm;988;506;1029;547;32
00881.ppm;1131;561;1168;598;5
00881.ppm;478;546;513;581;5
00882.ppm;244;546;317;617;5
00884.ppm;855;477;890;512;4
00884.ppm;854;512;889;545;10
00885.ppm;202;532;281;611;38
00885.ppm;230;403;296;469;17
00886.ppm;815;517;838;540;4
00886.ppm;815;540;840;565;10
00887.ppm;852;523;879;550;36
00888.ppm;989;315;1043;370;35
00888.ppm;779;546;802;569;12
00889.ppm;689;530;713;554;4
00889.ppm;687;500;717;530;12
00891.ppm;747;551;767;571;4
00891.ppm;473;556;493;576;4
00893.ppm;821;482;849;510;12
00894.ppm;389;527;417;555;4
00894.ppm;1093;529;1132;568;4
00894.ppm;1085;478;1134;527;12
00895.ppm;193;482;238;527;4
00895.ppm;966;418;1014;466;4
00896.ppm;808;412;846;450;15
00897.ppm;804;526;828;550;42
00898.ppm;323;504;355;536;4
00898.ppm;817;510;849;542;4
00899.ppm;864;484;921;534;24
